	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	Condition
GO:0044282...11	GO:0044282	small molecule catabolic process	194	0.447279081536041	1.94451534278147	2.36677667832199e-07	9.00398615356467e-05	7.80168191662628e-05	1482	tags=45%, list=22%, signal=36%	ALDH2/KYNU/CYP27A1/ADA2/ALDH3B1/ASRGL1/QPRT/PFKM/DPYD/LDHD/PTEN/GSTZ1/RBKS/ADA/ALDH4A1/ACAA1/MTHFS/PCCB/PHYH/PCCA/IVD/HMGCL/ALDH6A1/ECH1/ECHS1/HNMT/EHHADH/AIG1/TKFC/IL4I1/MCCC1/PCK2/NUDT7/ACAD8/ACADS/GALE/CPT2/NAGK/INPP5B/DBT/GPD2/ABCD1/BDH2/ALDH1B1/DCXR/OXCT1/PLA2G15/ACADSB/GALM/HAAO/HADHB/ATP2B4/IDNK/DECR2/NUDT19/ECI1/HIBADH/ACAT2/HAGH/ACAD10/AKT2/AKT1/BCKDK/HADH/HIBCH/MCCC2/SDSL/CRAT/ENO2/GCSH/CRYL1/ACSF3/RIDA/TIGAR/GALT/GLS/NUDT8/SNX17/NQO2/MLYCD/ENOSF1/MCEE/DERA/PIPOX/DECR1/SLC25A12/FAAH/HSD17B4	Tram_vs_control
GO:0034470...12	GO:0034470	ncRNA processing	351	-0.393760571885275	-1.75085035751689	4.16800178261664e-07	0.00013865552596838	0.000120140823312967	1975	tags=42%, list=30%, signal=31%	PPAN/LAS1L/NOL10/WDR12/AGO2/NOB1/NSUN6/RIOK1/RPF1/RIOK2/ERCC2/BRIX1/TRMT5/PUS7/NOLC1/UTP3/DDX56/USP36/BMS1/EXOSC3/MTO1/PES1/SBDS/EXOSC9/UTP15/SRRT/MTREX/NOP53/ZMPSTE24/HEATR1/NOP2/WDR18/RRP9/TRMT6/MPHOSPH10/CT45A6/NOP14/GEMIN4/FCF1/PIN4/WDR36/NOP56/NCBP1/WDR74/RPS7/DDX1/OSGEP/DDX17/RPP21/PUS3/RRP36/RPL7/TRMT10A/NUP155/TBL3/PDCD11/UTP6/IMP3/YTHDF2/RPL10A/RTRAF/SRFBP1/ESF1/EXOSC6/ADAT3/GTPBP4/PUS1/POP7/TRMT11/UTP20/TSN/PRKDC/BYSL/XRN2/RPS15/PUM2/RCL1/RPP40/TSR1/ADAT2/FAM98B/DIMT1/NOC4L/PWP2/DDX52/CTU1/RPS8/THG1L/RRP1/RRP7A/UTP4/WDR4/CDKAL1/GTPBP3/TRDMT1/WDR75/NGDN/METTL5/DDX49/DKC1/SSB/DIS3/FBL/EIF4A3/PA2G4/MAP2K2/RSL1D1/POP1/TYW1/DCAF13/RPS6/WDR3/NOP58/RPS28/NAT10/GAR1/LYAR/NOL11/METTL1/FAM98A/NOL6/RPS14/DDX10/DUS3L/KRR1/WDR46/RPF2/TRMT44/WDR43/DDX47/UTP18/RPS24/DDX18/QTRT1/DDX5/UTP11/HNRNPA2B1/TRMT1/RPL11/RPL14/URM1/USB1/DDX21/TGFB1/SNU13/RRP7BP	Tram_vs_control
GO:0030029...13	GO:0030029	actin filament-based process	328	0.378283614238233	1.73631045916056	1.31041221034422e-06	0.000373654681692437	0.000323760490465496	1447	tags=40%, list=22%, signal=33%	FGD2/TMOD2/EPB41L1/MYO1E/CD2AP/EPB41L3/SMAD3/HCK/DPYSL3/BAIAP2/TYROBP/SHTN1/MYO6/IQGAP2/ADD3/FLNB/PIK3CA/PDLIM2/CFL2/ATP2A1/PAK1/KRAS/PLS3/CORO7/SPECC1/CLASP2/TRPM4/ARFIP1/RHOC/GAS7/MICAL1/CTNNA1/PACSIN2/RFLNB/ITGB5/PLEKHG2/GMFB/IKBKB/RHOF/SORBS3/WASHC2C/JAK2/MYO1C/FES/PREX1/CORO1C/MYO18A/S100A10/ARHGAP18/ELMO1/EVL/AKAP13/SSH3/ARHGAP26/C9orf72/WASHC2A/ARHGAP25/CFLAR/FGD4/TWF1/WASHC4/EHD2/PLEC/PHACTR2/ABI1/GPD1L/CSF1R/INF2/ACTN2/WASHC3/EHBP1L1/PDLIM5/ARF6/FCHSD1/EFNA5/PDLIM1/TLN1/CAPG/SVIL/PPP1R9B/ARRB1/ARPC5L/RAP1GDS1/CDC42EP3/GRB2/AKAP9/PSTPIP2/COTL1/CRK/PYCARD/CDK5/RAP2A/DBNL/PTK2B/CAPZA2/ARPC1B/CAMK2D/FMNL1/SRGAP2/PHPT1/SRF/DOCK2/PDPK1/ACTA2/CYFIP2/WASF2/INPPL1/PARVB/MYH11/LIMA1/F11R/ACAP2/ADD1/BAG4/TMSB10/IQGAP1/ARHGAP17/SHC1/MYH14/HRAS/MYH9/FLNC/DTNBP1/STAU2/AIF1/ARPC5/SRI/FGD3/UTRN/HCLS1/GMFG	Tram_vs_control
GO:0030036...14	GO:0030036	actin cytoskeleton organization	304	0.379230320575457	1.72318405228708	1.30558230866234e-06	0.000373654681692437	0.000323760490465496	1447	tags=40%, list=22%, signal=33%	FGD2/TMOD2/EPB41L1/MYO1E/CD2AP/EPB41L3/SMAD3/HCK/DPYSL3/BAIAP2/TYROBP/SHTN1/MYO6/IQGAP2/ADD3/FLNB/PIK3CA/PDLIM2/CFL2/PAK1/KRAS/PLS3/CORO7/SPECC1/CLASP2/ARFIP1/RHOC/GAS7/MICAL1/CTNNA1/PACSIN2/RFLNB/ITGB5/PLEKHG2/GMFB/IKBKB/RHOF/SORBS3/WASHC2C/JAK2/MYO1C/FES/PREX1/CORO1C/MYO18A/S100A10/ARHGAP18/ELMO1/EVL/AKAP13/SSH3/ARHGAP26/C9orf72/WASHC2A/ARHGAP25/CFLAR/FGD4/TWF1/WASHC4/EHD2/PLEC/PHACTR2/ABI1/CSF1R/INF2/ACTN2/WASHC3/EHBP1L1/PDLIM5/ARF6/FCHSD1/EFNA5/PDLIM1/TLN1/CAPG/SVIL/PPP1R9B/ARRB1/ARPC5L/RAP1GDS1/CDC42EP3/GRB2/PSTPIP2/COTL1/CRK/PYCARD/CDK5/RAP2A/DBNL/PTK2B/CAPZA2/ARPC1B/FMNL1/PHPT1/SRF/DOCK2/PDPK1/CYFIP2/WASF2/INPPL1/PARVB/MYH11/LIMA1/F11R/ADD1/BAG4/TMSB10/IQGAP1/ARHGAP17/SHC1/MYH14/HRAS/MYH9/FLNC/DTNBP1/STAU2/AIF1/ARPC5/FGD3/UTRN/HCLS1/GMFG	Tram_vs_control
GO:0032787...15	GO:0032787	monocarboxylic acid metabolic process	270	0.38825163788211	1.73951570908457	1.85323691247015e-06	0.000462382609661302	0.000400640558840586	978	tags=29%, list=15%, signal=26%	CD36/GGT5/KYNU/THEM4/CYP27A1/CD74/FBP1/DBI/GSTM2/PRKAR2B/MGLL/PFKM/LDHD/DHTKD1/GATM/ACSS1/SCPEP1/CBR4/AKR1B1/NAAA/ACAA1/PGM1/DHRS9/MTHFS/PCCB/PHYH/PCCA/PDK1/IVD/GGT1/HSD17B8/ECH1/ECHS1/EHHADH/AIG1/GAMT/IDH1/IL4I1/MCCC1/PCK2/NUDT7/ACADS/CPT2/MPC2/ACSL3/ABHD12/HDAC4/GPX1/ABCD1/ALDOC/BDH2/ALOX5/DCXR/APOC3/PRKAG2/OGDHL/PLA2G15/ACADSB/HAAO/HADHB/PC/PGK2/ARNT/ACSS2/PDK2/IDNK/OGDH/DECR2/NUDT19/ECI1/ACAT2/HAGH/MSMO1/ACAD10/PLA2G4A/AKT2/AKT1/ACOT1/HADH	Tram_vs_control
GO:0034660...16	GO:0034660	ncRNA metabolic process	434	-0.364375366177527	-1.65450103340149	1.75426435868075e-06	0.000462382609661302	0.000400640558840586	1975	tags=39%, list=30%, signal=29%	PPAN/LAS1L/NOL10/WDR12/AGO2/NOB1/NSUN6/RIOK1/RPF1/RIOK2/ERCC2/BRIX1/TRMT5/PUS7/NOLC1/UTP3/DDX56/USP36/BMS1/EXOSC3/MTO1/PES1/SBDS/EXOSC9/UTP15/SRRT/MTREX/NOP53/ZMPSTE24/HEATR1/NOP2/WDR18/RRP9/TRMT6/MPHOSPH10/CT45A6/NOP14/GEMIN4/FCF1/PIN4/WDR36/NOP56/NCBP1/SMARCB1/WDR74/RPS7/DDX1/OSGEP/DDX17/RPP21/TCOF1/PUS3/RRP36/RPL7/TRMT10A/RC3H1/NUP155/TBL3/PDCD11/UTP6/IMP3/YTHDF2/SMARCA4/RPL10A/RTRAF/SRFBP1/ESF1/EXOSC6/ADAT3/GTPBP4/PUS1/POP7/SND1/TRMT11/UTP20/NR1H2/TSN/PRKDC/BYSL/XRN2/RPS15/PUM2/RCL1/FARSA/RPP40/TSR1/ADAT2/FAM98B/DIMT1/NOC4L/PWP2/DDX52/CTU1/RPS8/MYC/THG1L/SPI1/RRP1/RRP7A/UTP4/WDR4/CDKAL1/GTPBP3/CC2D1A/TRDMT1/WDR75/NGDN/METTL5/PLD6/DDX49/DKC1/SSB/DIS3/FBL/NFATC3/POLR1B/EIF4A3/PA2G4/MAP2K2/RSL1D1/POP1/TYW1/MYB/DCAF13/RPS6/WDR3/NOP58/RPS28/NAT10/GAR1/LYAR/NOL11/METTL1/FAM98A/NOL6/RPS14/DDX10/DUS3L/ZC3H4/KRR1/WDR46/RPF2/TRMT44/WDR43/DDX47/UTP18/RPS24/SNAPC5/POLR1E/DDX18/QTRT1/XPO5/DDX5/KHSRP/SLFN13/ELL/UTP11/HNRNPA2B1/TRMT1/RPL11/RPL14/URM1/USB1/NCL/DDX21/TGFB1/SNU13/TRIR/RRP7BP/WT1	Tram_vs_control
GO:0046395...17	GO:0046395	carboxylic acid catabolic process	125	0.48117021972324	1.96673959774098	3.89552780562351e-06	0.000830200711177214	0.000719343828954837	1509	tags=52%, list=23%, signal=41%	KYNU/ASRGL1/QPRT/LDHD/GSTZ1/ALDH4A1/ACAA1/MTHFS/PCCB/PHYH/PCCA/IVD/HMGCL/ALDH6A1/ECH1/ECHS1/HNMT/EHHADH/AIG1/IL4I1/MCCC1/PCK2/NUDT7/ACAD8/ACADS/CPT2/NAGK/DBT/ABCD1/BDH2/DCXR/PLA2G15/ACADSB/HAAO/HADHB/ATP2B4/IDNK/DECR2/NUDT19/ECI1/HIBADH/ACAT2/ACAD10/AKT2/AKT1/BCKDK/HADH/HIBCH/MCCC2/SDSL/CRAT/GCSH/CRYL1/ACSF3/RIDA/GLS/NUDT8/MLYCD/ENOSF1/MCEE/PIPOX/DECR1/FAAH/HSD17B4/ECHDC1	Tram_vs_control
GO:0022618...18	GO:0022618	ribonucleoprotein complex assembly	179	-0.455299971075296	-1.88274452017128	3.95135609027231e-06	0.000830200711177214	0.000719343828954837	2076	tags=53%, list=31%, signal=37%	XAB2/NLE1/RUVBL2/PTBP2/CELF1/NUFIP1/PRPF6/CRNKL1/PPAN/SF3B2/CPSF7/AGO2/GEMIN5/BRIX1/LUC7L2/SF1/EIF3G/PRMT5/DHX30/EIF3D/RPL23A/EIF3C/SRSF6/SF3A1/NOP53/PRPF18/NOP2/TGS1/EIF3A/NUDT21/DENR/GEMIN4/EIF3F/NCBP1/TXNL4A/SNRPG/DDX1/RPL10/FASTKD2/LUC7L3/RPS27L/EIF4H/EIF3I/SRSF5/SNRNP200/RPSA/PRPF39/PRKDC/GEMIN6/RPS15/DDX39B/SNRPF/ISY1/PRPF8/SNRPD2/SF3A3/PRPF3/PUF60/PWP2/HSP90AA1/EIF3K/DHX9/SFSWAP/WDR77/RRP7A/PRPF31/PRPF19/RPS5/CLNS1A/SF3B6/EIF3J/RBMX/RPS28/SF3B1/EIF2S3/GCFC2/SF3B3/SRPK1/DDX20/RPS14/EIF3B/EIF3M/RPF2/RPL38/SNRPD1/GEMIN7/XRCC5/SRSF1/SNRPD3/HSP90AB1/RPLP0/RPL11/SNU13/RRP7BP	Tram_vs_control
GO:0050877...19	GO:0050877	nervous system process	209	0.409182764379295	1.79157037628267	3.5719893429533e-06	0.000830200711177214	0.000719343828954837	1133	tags=29%, list=17%, signal=25%	HLA-DRA/SERPINB6/CD36/CBR3/GSDME/TMOD2/GSTM2/PRKAR2B/MGLL/ZNF385A/BAIAP2/ATP2B2/PTEN/GATM/MYO6/PLCB2/HEXB/ATP2A1/CRYBG3/KRAS/RCSD1/NIPSNAP1/CDKN1B/SPECC1/FBXO11/PRNP/DDHD2/AGTPBP1/RGS14/GM2A/CCDC50/HMGCR/GSK3B/C12orf57/GPX1/MAPK3/B2M/PLEC/GNAS/CHMP2B/ARRB2/NRGN/SCARB2/NPTN/PPP1R9B/RDH11/AKAP9/BLOC1S4/AKT1/HOMER1/CDK5/TBL1X/DCTN1/TRPV2/PTK2B/ARR3/ARL6IP5/SLC1A4/SRF/DICER1	Tram_vs_control
GO:0010951...20	GO:0010951	negative regulation of endopeptidase activity	80	0.534133580940189	2.02440656567987	5.641076578236e-06	0.00112595888501591	0.000975609349267552	710	tags=30%, list=11%, signal=27%	SERPINB6/SERPINB8/TFPI/AHSG/IFI16/ANXA2/NAIP/SPINT2/CAST/RPS6KA3/TIMP1/CD109/RFFL/PRNP/MICAL1/SPINT1/CSTA/CST3/GPX1/GAS6/TRIAP1/SFN/ARRB2/CARD16	Tram_vs_control
GO:0019752...21	GO:0019752	carboxylic acid metabolic process	429	0.34711413135047	1.62572122751531	6.04379629871036e-06	0.00114889689640246	0.000995484442985576	1219	tags=30%, list=18%, signal=26%	CD36/GGT5/KYNU/THEM4/CYP27A1/CD74/FBP1/DBI/ASRGL1/QPRT/GSTM2/PRKAR2B/MGLL/PFKM/DPYD/LDHD/NAIP/DHTKD1/GATM/ACSS1/GSTZ1/SCPEP1/CBR4/AKR1B1/NAAA/ALDH4A1/ACAA1/PGM1/DHRS9/MTHFS/PCCB/PHYH/PCCA/PDK1/BPHL/IVD/GGT1/HSD17B8/HMGCL/ALDH6A1/ECH1/ECHS1/HNMT/EHHADH/AIG1/GAMT/HARS2/IDH1/IL4I1/MCCC1/PCK2/DGLUCY/NUDT7/ACAD8/ACADS/CPT2/MPC2/NAGK/EARS2/ACSL3/ABHD12/PARS2/DBT/CASP1/HDAC4/GPX1/ABCD1/ALDOC/BDH2/ALOX5/DCXR/PCBD2/APOC3/PRKAG2/OGDHL/PLA2G15/ACADSB/HAAO/CMAS/HADHB/PC/PGK2/ARNT/ACSS2/ATP2B4/PDK2/IDNK/OGDH/DECR2/NUDT19/ECI1/HIBADH/GATB/ACAT2/HAGH/MSMO1/TARS2/ACAD10/PLA2G4A/AKT2/SARS2/AKT1/BCKDK/ACOT1/PYCARD/GCLC/HADH/IDH3B/ACSL4/MARS2/APIP/L2HGDH/HIBCH/MCCC2/MTHFR/SDSL/IDH3G/CES1/IDH2/CRAT/ENO2/GCSH/CRYL1/AACS/GNE/CYP1B1/ACSF3/RIDA/DARS2/TIGAR	Tram_vs_control
GO:0052548...22	GO:0052548	regulation of endopeptidase activity	162	0.439162648619509	1.85639367409814	6.90916258383008e-06	0.00120320474431096	0.00104254055210574	1168	tags=31%, list=18%, signal=26%	SERPINB6/SERPINB8/TFPI/AHSG/IFI16/ANXA2/SMAD3/NAIP/SPINT2/HSF1/ASPH/PSMB9/CAST/RPS6KA3/TIMP1/CD109/RFFL/RHBDF2/PRNP/MICAL1/S100A8/CASP10/JAK2/SPINT1/CSTA/CST3/CASP1/GPX1/GAS6/TRIAP1/CFLAR/SFN/CASP8/ARRB2/CARD16/PSME1/BCL10/CASP9/BCL2L13/LAMTOR5/ARL6IP1/AKT1/PYCARD/FADD/ARL6IP5/S100A9/TBC1D10A/CYFIP2/PSMB8/PSME2	Tram_vs_control
GO:0071826...23	GO:0071826	ribonucleoprotein complex subunit organization	186	-0.445445273936497	-1.84503770876549	6.93229186351503e-06	0.00120320474431096	0.00104254055210574	2076	tags=51%, list=31%, signal=36%	XAB2/NLE1/RUVBL2/PTBP2/CELF1/NUFIP1/PRPF6/CRNKL1/PPAN/SF3B2/CPSF7/AGO2/GEMIN5/BRIX1/LUC7L2/SF1/EIF3G/PRMT5/DHX30/EIF3D/RPL23A/EIF3C/SRSF6/SF3A1/NOP53/PRPF18/NOP2/TGS1/EIF3A/NUDT21/DENR/GEMIN4/EIF3F/NCBP1/ZFAND1/TXNL4A/SNRPG/DDX1/RPL10/FASTKD2/LUC7L3/RPS27L/EIF4H/EIF3I/SRSF5/SNRNP200/RPSA/PRPF39/PRKDC/GEMIN6/RPS15/DDX39B/SNRPF/ISY1/PRPF8/SNRPD2/SF3A3/PRPF3/PUF60/PWP2/HSP90AA1/EIF3K/DHX9/SFSWAP/WDR77/RRP7A/PRPF31/PRPF19/RPS5/CLNS1A/SF3B6/EIF3J/RBMX/RPS28/SF3B1/EIF2S3/GCFC2/SF3B3/SRPK1/DDX20/RPS14/EIF3B/EIF3M/RPF2/RPL38/SNRPD1/GEMIN7/XRCC5/SRSF1/SNRPD3/HSP90AB1/RPLP0/RPL11/SNU13/RRP7BP	Tram_vs_control
GO:0016054...24	GO:0016054	organic acid catabolic process	128	0.475681155970739	1.94874405153509	7.79804249606892e-06	0.00129707440184613	0.00112387577377555	1509	tags=51%, list=23%, signal=40%	KYNU/ASRGL1/QPRT/LDHD/GSTZ1/ALDH4A1/ACAA1/MTHFS/PCCB/PHYH/PCCA/IVD/HMGCL/ALDH6A1/ECH1/ECHS1/HNMT/EHHADH/AIG1/IL4I1/MCCC1/PCK2/NUDT7/ACAD8/ACADS/CPT2/NAGK/DBT/ABCD1/BDH2/DCXR/PLA2G15/ACADSB/HAAO/HADHB/ATP2B4/IDNK/DECR2/NUDT19/ECI1/HIBADH/ACAT2/ACAD10/AKT2/AKT1/BCKDK/HADH/HIBCH/MCCC2/SDSL/CRAT/GCSH/CRYL1/ACSF3/RIDA/GLS/NUDT8/MLYCD/ENOSF1/MCEE/PIPOX/DECR1/FAAH/HSD17B4/ECHDC1	Tram_vs_control
GO:0010466...25	GO:0010466	negative regulation of peptidase activity	83	0.526672922821893	2.00612992195946	1.14835345391822e-05	0.00183369079521662	0.00158883766297907	710	tags=29%, list=11%, signal=26%	SERPINB6/SERPINB8/TFPI/AHSG/IFI16/ANXA2/NAIP/SPINT2/CAST/RPS6KA3/TIMP1/CD109/RFFL/PRNP/MICAL1/SPINT1/CSTA/CST3/GPX1/GAS6/TRIAP1/SFN/ARRB2/CARD16	Tram_vs_control
GO:0043436...26	GO:0043436	oxoacid metabolic process	438	0.331153211306181	1.55768014467283	1.20380323418506e-05	0.00184830096571798	0.00160149693422352	1219	tags=30%, list=18%, signal=26%	CD36/GGT5/KYNU/THEM4/CYP27A1/CD74/FBP1/DBI/ASRGL1/QPRT/GSTM2/PRKAR2B/MGLL/PFKM/DPYD/LDHD/NAIP/DHTKD1/GATM/ACSS1/GSTZ1/SCPEP1/CBR4/AKR1B1/NAAA/ALDH4A1/ACAA1/PGM1/DHRS9/MTHFS/PCCB/PHYH/PCCA/PDK1/BPHL/IVD/GGT1/HSD17B8/HMGCL/ALDH6A1/ECH1/ECHS1/HNMT/EHHADH/AIG1/GAMT/HARS2/IDH1/IL4I1/MCCC1/PCK2/DGLUCY/NUDT7/ACAD8/ACADS/CPT2/MPC2/NAGK/EARS2/ACSL3/ABHD12/PARS2/DBT/CASP1/HDAC4/GPX1/ABCD1/ALDOC/BDH2/ALOX5/DCXR/PCBD2/APOC3/PRKAG2/OGDHL/PLA2G15/ACADSB/HAAO/CMAS/HADHB/PC/PGK2/ARNT/ACSS2/ATP2B4/PDK2/IDNK/OGDH/DECR2/NUDT19/ECI1/HIBADH/GATB/ACAT2/HAGH/MSMO1/TARS2/ACAD10/PLA2G4A/AKT2/SARS2/AKT1/BCKDK/ACOT1/PYCARD/GCLC/HADH/IDH3B/ACSL4/MARS2/APIP/L2HGDH/HIBCH/MCCC2/MTHFR/SDSL/IDH3G/CES1/IDH2/CRAT/ENO2/GCSH/CRYL1/AACS/GNE/CYP1B1/ACSF3/RIDA/DARS2/TIGAR	Tram_vs_control
GO:0002456...27	GO:0002456	T cell mediated immunity	49	0.605921011847934	2.08446046515056	1.56888397310401e-05	0.00231962400764119	0.0020098841074541	354	tags=20%, list=5%, signal=19%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CD70/DUSP22/TRPM4/RIPK3/AHR/IL4I1	Tram_vs_control
GO:0052547...28	GO:0052547	regulation of peptidase activity	173	0.423652679402886	1.81173413882687	1.6334860010049e-05	0.00232888432714699	0.00201790789447447	1168	tags=29%, list=18%, signal=24%	SERPINB6/SERPINB8/TFPI/AHSG/IFI16/ANXA2/SMAD3/NAIP/SPINT2/HSF1/ASPH/PSMB9/CAST/RPS6KA3/TIMP1/CD109/RFFL/RHBDF2/PRNP/MICAL1/S100A8/CASP10/JAK2/SPINT1/CSTA/CST3/CASP1/GPX1/GAS6/TRIAP1/CFLAR/SFN/CASP8/ARRB2/CARD16/PSME1/BCL10/CASP9/BCL2L13/LAMTOR5/ARL6IP1/AKT1/PYCARD/FADD/ARL6IP5/S100A9/TBC1D10A/CYFIP2/PSMB8/PSME2	Tram_vs_control
GO:0006082...29	GO:0006082	organic acid metabolic process	441	0.33163276071243	1.56033568098136	1.70888848403855e-05	0.00235237338906273	0.00203826045682421	1219	tags=30%, list=18%, signal=26%	CD36/GGT5/KYNU/THEM4/CYP27A1/CD74/FBP1/DBI/ASRGL1/QPRT/GSTM2/PRKAR2B/MGLL/PFKM/DPYD/LDHD/NAIP/DHTKD1/GATM/ACSS1/GSTZ1/SCPEP1/CBR4/AKR1B1/NAAA/ALDH4A1/ACAA1/PGM1/DHRS9/MTHFS/PCCB/PHYH/PCCA/PDK1/BPHL/IVD/GGT1/HSD17B8/HMGCL/ALDH6A1/ECH1/ECHS1/HNMT/EHHADH/AIG1/GAMT/HARS2/IDH1/IL4I1/MCCC1/PCK2/DGLUCY/NUDT7/ACAD8/ACADS/CPT2/MPC2/NAGK/EARS2/ACSL3/ABHD12/PARS2/DBT/CASP1/HDAC4/GPX1/ABCD1/ALDOC/BDH2/ALOX5/DCXR/PCBD2/APOC3/PRKAG2/OGDHL/PLA2G15/ACADSB/HAAO/CMAS/HADHB/PC/PGK2/ARNT/ACSS2/ATP2B4/PDK2/IDNK/OGDH/DECR2/NUDT19/ECI1/HIBADH/GATB/ACAT2/HAGH/MSMO1/TARS2/ACAD10/PLA2G4A/AKT2/SARS2/AKT1/BCKDK/ACOT1/PYCARD/GCLC/HADH/IDH3B/ACSL4/MARS2/APIP/L2HGDH/HIBCH/MCCC2/MTHFR/SDSL/IDH3G/CES1/IDH2/CRAT/ENO2/GCSH/CRYL1/AACS/N6AMT1/GNE/CYP1B1/ACSF3/RIDA/DARS2/TIGAR	Tram_vs_control
GO:0051346...30	GO:0051346	negative regulation of hydrolase activity	131	0.453707225914125	1.8774538971937	1.94589862177145e-05	0.00258934243270388	0.00224358697233017	961	tags=30%, list=15%, signal=26%	SERPINB6/SERPINB8/TFPI/AHSG/IFI16/ANXA2/NAIP/SPINT2/SORT1/CAST/RPS6KA3/TIMP1/CD109/RFFL/PRNP/AIP/MICAL1/KLRK1/IKBKB/SPINT1/CSTA/CST3/GMIP/GSK3B/GPX1/GAS6/TRIAP1/SFN/APOC3/LGALS3/ARRB2/CARD16/PPP1R9B/EGLN1/RAP1GDS1/LAMTOR5/TMBIM6/ARL6IP1/AKT1	Tram_vs_control
GO:0002709...31	GO:0002709	regulation of T cell mediated immunity	37	0.649265210567482	2.09455770768298	2.12080491954586e-05	0.00264570413713346	0.00229242268606174	354	tags=24%, list=5%, signal=23%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/DUSP22/TRPM4/RIPK3/AHR/IL4I1	Tram_vs_control
GO:0042274...32	GO:0042274	ribosomal small subunit biogenesis	75	-0.550042807932163	-2.01160618543651	2.08100665374131e-05	0.00264570413713346	0.00229242268606174	1954	tags=65%, list=30%, signal=47%	NOL10/NOB1/RIOK1/RIOK2/ERCC2/UTP3/BMS1/HEATR1/MPHOSPH10/NOP14/FCF1/RPS7/RRP36/RPS27L/TBL3/UTP6/IMP3/SRFBP1/RPSA/UTP20/PRKDC/BYSL/RPS15/RCL1/RPP40/TSR1/PWP2/DDX52/RPS8/SURF6/RRP7A/UTP4/NGDN/RPS5/DCAF13/RPS6/WDR3/RPS28/NAT10/NOL11/RPS14/WDR46/RPL38/WDR43/RPS24/XRCC5/NPM1/SNU13/RRP7BP	Tram_vs_control
GO:0072329...33	GO:0072329	monocarboxylic acid catabolic process	68	0.552476847073398	2.0123005553857	2.98024578466857e-05	0.00360519429466573	0.0031237919133719	1559	tags=56%, list=24%, signal=43%	LDHD/ACAA1/PCCB/PHYH/PCCA/IVD/ECH1/ECHS1/EHHADH/AIG1/PCK2/NUDT7/ACADS/CPT2/ABCD1/BDH2/DCXR/PLA2G15/HADHB/IDNK/DECR2/NUDT19/ECI1/ACAT2/ACAD10/AKT2/AKT1/HADH/CRAT/CRYL1/NUDT8/MLYCD/MCEE/DECR1/FAAH/HSD17B4/ECHDC1/SCP2	Tram_vs_control
GO:0002504...34	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	15	0.804697648564784	2.06986150721862	3.10263812487808e-05	0.00364286217485685	0.00315642999329702	45	tags=33%, list=1%, signal=33%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CD74	Tram_vs_control
GO:0019886...35	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	13	0.832033024329952	2.07398267944028	3.30409569197179e-05	0.00371844494174598	0.00322192017682135	45	tags=38%, list=1%, signal=38%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CD74	Tram_vs_control
GO:1903312...36	GO:1903312	negative regulation of mRNA metabolic process	54	-0.588950368223375	-1.98709999233741	3.35330706169478e-05	0.00371844494174598	0.00322192017682135	997	tags=44%, list=15%, signal=38%	FUS/U2AF2/DHX9/CIRBP/SFSWAP/HNRNPAB/PABPC1/RBMX/HNRNPC/HNRNPU/HNRNPK/C1QBP/HNRNPA0/ANGEL2/DHX34/ELAVL1/NPM1/HNRNPL/RNPS1/HNRNPA2B1/TARDBP/YBX1/HNRNPD/PTBP1	Tram_vs_control
GO:0003008...37	GO:0003008	system process	409	0.326895826704504	1.52745494334577	3.6644031108179e-05	0.00395359384280677	0.00342566959378311	1040	tags=24%, list=16%, signal=22%	HLA-DRA/SERPINB6/CD36/ANXA6/CBR3/GSDME/TMOD2/MYO1E/MYOF/GSTM2/PRKAR2B/MGLL/PTP4A3/MAP2K6/SMAD3/SLC44A1/ZNF385A/BAIAP2/ATP2B2/PTEN/GATM/ASPH/MYO6/PLCB2/CTSZ/SCPEP1/PIK3CA/AKR1B1/ADA/HEXB/ATP2A1/CRYBG3/ATP2B1/KRAS/RCSD1/DES/NIPSNAP1/CDKN1B/SPECC1/FBXO11/PRNP/DDHD2/TRPM4/AGTPBP1/RGS14/GAMT/PRKACB/GM2A/CCDC50/BECN1/STK39/NCALD/JAK2/ERAP2/HMGCR/AKAP13/HDAC4/GSK3B/C12orf57/GPX1/GAS6/CFLAR/MAP2K3/TWF1/MAPK3/B2M/PLEC/GNAS/GPD1L/CHMP2B/ARRB2/NRGN/SCARB2/PDLIM5/RAB11FIP1/DOCK5/NPTN/CD38/G6PD/PPP1R9B/ATP2B4/RAP1GDS1/YY1/RDH11/AKAP9/BLOC1S4/AKT1/HOMER1/E2F4/GCLC/CDK5/TBL1X/DCTN1/TRPV2/PTK2B/ARR3/CAMK2D/CAMK2G	Tram_vs_control
GO:0002495...38	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	14	0.813499712211941	2.09089607430068	4.47366054875104e-05	0.00458953316735138	0.00397669180147575	45	tags=36%, list=1%, signal=36%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CD74	Tram_vs_control
